0,room_type,neighborhood,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
poco visitado,Private room,Eixample,4.5,2,1.0,54.0,41.380136,2.160573
poco visitado,Private room,Eixample,4.5,2,1.0,48.0,41.37647800000001,2.154053
poco visitado,Private room,Eixample,4.5,2,1.0,53.0,41.383362,2.153947
poco visitado,Private room,Sarrià-Sant Gervasi,5.0,2,1.0,54.0,41.409841,2.113681
poco visitado,Private room,Ciutat Vella,5.0,2,1.0,48.0,41.375177,2.171207
moderado,Private room,Ciutat Vella,4.5,1,1.0,56.0,41.386209,2.170825
moderado,Private room,Eixample,5.0,2,1.0,42.0,41.379474,2.158462
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,30.0,41.426656,2.095737
poco visitado,Private room,Sarrià-Sant Gervasi,4.0,2,1.0,24.0,41.428409,2.100342
moderado,Private room,Sarrià-Sant Gervasi,5.0,1,1.0,13.0,41.428733,2.099016
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,1,1.0,21.0,41.424886,2.088379
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,22.0,41.376023,2.131451
poco visitado,Private room,Les Corts,4.5,1,1.0,22.0,41.376476,2.115509
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.373829,2.1428130000000003
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,23.0,41.360664,2.140699
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,29.0,41.366238,2.135213
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,36.0,41.364804,2.13811
poco visitado,Private room,Les Corts,3.5,3,1.0,28.0,41.377588,2.124979
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,25.0,41.370304,2.138337
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,34.0,41.369835,2.1379900000000003
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,37.0,41.374625,2.131079
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,14.0,41.369737,2.134135
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,35.0,41.368893,2.141871
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,29.0,41.369617,2.139978
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,36.0,41.370616,2.135612
moderado,Private room,Sants-Montjuïc,4.0,2,1.0,34.0,41.371072,2.136411
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,36.0,41.375583,2.138472
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,37.0,41.374084,2.134137
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,24.0,41.370701,2.137812
poco visitado,Private room,Sants-Montjuïc,4.0,2,1.0,30.0,41.36949600000001,2.134856
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,22.0,41.37402700000001,2.134317
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,36.0,41.375749,2.133954
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,28.0,41.372759,2.144215
moderado,Private room,Eixample,4.5,2,1.0,30.0,41.384089,2.143995
poco visitado,Private room,Eixample,5.0,2,1.0,41.0,41.38593,2.161425
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,32.0,41.3745,2.142379
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,25.0,41.375762,2.139061
muy visitado,Private room,Sants-Montjuïc,4.5,5,1.0,25.0,41.374917,2.13548
poco visitado,Private room,Eixample,4.5,2,1.0,30.0,41.376688,2.153563
poco visitado,Private room,Eixample,3.5,3,1.0,30.0,41.38231500000001,2.149895
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,31.0,41.360532,2.137507
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,31.0,41.368623,2.142197
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,36.0,41.364801,2.140045
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.365898,2.139621
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,35.0,41.374172,2.14425
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,38.0,41.37092,2.142811
moderado,Private room,Sants-Montjuïc,5.0,2,1.0,32.0,41.369868,2.138343
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,22.0,41.383417,2.140421
poco visitado,Private room,Les Corts,4.5,2,1.0,36.0,41.387236,2.111814
poco visitado,Private room,Les Corts,4.0,1,1.0,35.0,41.38726,2.112242
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.390274,2.126288
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.386199,2.126239
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.391023,2.124604
poco visitado,Private room,Les Corts,4.0,2,1.0,31.0,41.385489,2.139762
poco visitado,Private room,Les Corts,4.5,1,1.0,35.0,41.382832,2.130157
poco visitado,Private room,Sarrià-Sant Gervasi,4.0,1,1.0,30.0,41.397324,2.140471
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.388273,2.123065
poco visitado,Private room,Les Corts,5.0,1,1.0,36.0,41.390924,2.126125
poco visitado,Private room,Eixample,4.5,1,1.0,32.0,41.384795,2.146889
poco visitado,Private room,Les Corts,4.5,1,1.0,39.0,41.382439,2.132867
poco visitado,Private room,Sants-Montjuïc,5.0,4,2.0,24.0,41.376982,2.132463
poco visitado,Private room,Les Corts,4.0,2,1.0,36.0,41.386483,2.131399
poco visitado,Private room,Sants-Montjuïc,4.0,2,1.0,36.0,41.377157,2.137328
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,35.0,41.377192,2.131792
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,31.0,41.37667,2.1329830000000003
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,30.0,41.378832,2.136786
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,30.0,41.378069,2.136277
poco visitado,Private room,Les Corts,4.5,2,1.0,34.0,41.385068,2.133111
poco visitado,Private room,Les Corts,5.0,2,1.0,35.0,41.387966,2.133589
muy visitado,Private room,Les Corts,4.5,2,1.0,41.0,41.381306,2.132891
poco visitado,Private room,Les Corts,4.5,1,1.0,30.0,41.382593,2.131557
poco visitado,Private room,Les Corts,4.5,2,1.0,30.0,41.384718,2.139937
poco visitado,Private room,Les Corts,5.0,2,1.0,36.0,41.383231,2.132302
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.37809,2.136362
poco visitado,Private room,Eixample,5.0,2,1.0,32.0,41.380009,2.157401
muy visitado,Private room,Eixample,4.5,2,1.0,37.0,41.377248,2.148663
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.381291,2.154563
poco visitado,Private room,Les Corts,1.0,3,1.0,38.0,41.383633,2.134289
poco visitado,Private room,Sants-Montjuïc,4.0,2,1.0,36.0,41.381321,2.141149
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.385381,2.140539
poco visitado,Private room,Les Corts,5.0,1,1.0,36.0,41.388725,2.14091
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,36.0,41.38173,2.137098
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,18.0,41.383208,2.141491
moderado,Private room,Eixample,4.5,5,1.0,38.0,41.380489,2.156995
moderado,Private room,Eixample,4.5,2,1.0,24.0,41.379413,2.154009
poco visitado,Private room,Gràcia,4.5,2,1.0,30.0,41.40233,2.155549
poco visitado,Private room,Eixample,4.0,2,1.0,36.0,41.399229,2.165937
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,36.0,41.368205,2.134819
poco visitado,Private room,Les Corts,5.0,1,1.0,28.0,41.386951,2.13491
poco visitado,Private room,Les Corts,4.5,1,1.0,24.0,41.383844,2.133144
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,24.0,41.371733,2.142704
muy visitado,Private room,Sants-Montjuïc,5.0,2,1.0,36.0,41.37372,2.133657
moderado,Private room,Sants-Montjuïc,4.0,4,1.0,24.0,41.377542,2.128507
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,38.0,41.377522,2.12661
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.385227,2.140757
poco visitado,Private room,Les Corts,4.5,1,1.0,24.0,41.378772,2.124326
moderado,Private room,Sants-Montjuïc,4.5,1,1.0,24.0,41.372657,2.132299
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,29.0,41.37493900000001,2.123585
muy visitado,Private room,Eixample,4.5,2,1.0,38.0,41.379466,2.152851
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.37293,2.132884
poco visitado,Private room,Sants-Montjuïc,5.0,3,2.0,30.0,41.376081,2.13148
poco visitado,Private room,Eixample,5.0,2,1.0,36.0,41.385809,2.146663
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.368164,2.140621
poco visitado,Private room,Sants-Montjuïc,4.5,3,1.0,28.0,41.375183,2.129699
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,30.0,41.367795,2.135542
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,18.0,41.36886,2.1347080000000003
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,35.0,41.375072,2.132721
muy visitado,Private room,Sants-Montjuïc,4.5,1,1.0,31.0,41.374579,2.137408
muy visitado,Private room,Sants-Montjuïc,4.5,2,1.0,23.0,41.371613,2.134048
poco visitado,Private room,Les Corts,4.5,1,1.0,30.0,41.378036,2.122334
poco visitado,Private room,Les Corts,4.5,1,1.0,22.0,41.379846,2.128243
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,38.0,41.380973,2.13767
moderado,Private room,Sants-Montjuïc,4.5,1,1.0,36.0,41.374219,2.132295
poco visitado,Private room,Horta-Guinardó,4.0,2,1.0,46.0,41.407968,2.168165
poco visitado,Private room,Sant Martí,4.5,2,1.0,48.0,41.412973,2.199773
poco visitado,Private room,Eixample,4.5,2,1.0,48.0,41.38486500000001,2.161945
moderado,Private room,Sant Martí,4.5,2,1.0,60.0,41.41544,2.199093
muy visitado,Private room,Eixample,4.5,2,1.0,60.0,41.401141,2.183285
poco visitado,Private room,Gràcia,4.5,2,1.0,42.0,41.407809,2.159638
muy visitado,Private room,Eixample,4.5,2,1.0,52.0,41.397754,2.170869
muy visitado,Private room,Eixample,5.0,2,1.0,46.0,41.400223,2.172332
poco visitado,Private room,Eixample,4.5,1,1.0,44.0,41.393918,2.180356
muy visitado,Private room,Ciutat Vella,4.0,2,1.0,45.0,41.384402,2.164282
poco visitado,Private room,Sant Martí,4.5,2,1.0,45.0,41.410467,2.203207
poco visitado,Private room,Nou Barris,5.0,2,1.0,54.0,41.429054,2.167686
moderado,Private room,Gràcia,4.0,2,1.0,54.0,41.399552,2.161911
moderado,Private room,Sant Martí,4.0,2,1.0,50.0,41.402527,2.201617
poco visitado,Private room,Horta-Guinardó,3.5,4,2.0,60.0,41.412559,2.163407
poco visitado,Private room,Eixample,4.0,2,1.0,48.0,41.405042,2.176915
poco visitado,Private room,Eixample,5.0,2,1.0,44.0,41.406563,2.178942
muy visitado,Private room,Eixample,5.0,2,1.0,54.0,41.39995,2.177919
muy visitado,Private room,Sant Martí,4.5,2,1.0,54.0,41.400868,2.190303
poco visitado,Private room,Eixample,4.5,1,1.0,54.0,41.401063,2.17818
poco visitado,Private room,Gràcia,4.5,2,1.0,44.0,41.419618,2.150401
poco visitado,Private room,Sant Martí,4.5,2,1.0,48.0,41.413081,2.213394
poco visitado,Private room,Eixample,5.0,2,1.0,48.0,41.401488,2.183753
poco visitado,Private room,Ciutat Vella,4.5,2,1.0,49.0,41.382407,2.183318
poco visitado,Private room,Sant Martí,5.0,2,1.0,48.0,41.41533,2.185143
poco visitado,Private room,Eixample,4.5,2,1.0,54.0,41.406555,2.178591
poco visitado,Private room,Eixample,5.0,2,1.0,54.0,41.40304,2.172676
poco visitado,Private room,Eixample,4.5,2,1.0,42.0,41.402997,2.17586
poco visitado,Private room,Sant Martí,4.5,2,1.0,42.0,41.411557,2.182204
poco visitado,Private room,Sant Martí,4.5,2,1.0,45.0,41.41948,2.212592
moderado,Private room,Eixample,5.0,2,1.0,54.0,41.406455,2.1735990000000003
poco visitado,Private room,Eixample,4.5,1,1.0,42.0,41.402726,2.1812400000000003
poco visitado,Private room,Eixample,5.0,2,1.0,54.0,41.404755,2.175464
poco visitado,Private room,Eixample,5.0,2,1.0,54.0,41.405636,2.180659
moderado,Private room,Eixample,4.5,2,1.0,59.0,41.401153,2.184887
poco visitado,Private room,Eixample,4.0,2,1.0,54.0,41.40206,2.178216
poco visitado,Private room,Sant Martí,5.0,2,1.0,54.0,41.405132,2.198546
poco visitado,Private room,Sant Andreu,4.5,3,1.0,58.0,41.414799,2.1886400000000004
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,25.0,41.375929,2.135017
poco visitado,Private room,Sants-Montjuïc,4.5,4,1.0,21.0,41.379557,2.137519
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,35.0,41.37732000000001,2.136409
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,24.0,41.371078,2.142267
muy visitado,Private room,Sants-Montjuïc,4.5,2,1.0,25.0,41.376305,2.124035
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,23.0,41.36791,2.141331
muy visitado,Private room,Sants-Montjuïc,4.5,4,1.0,31.0,41.376562,2.1475470000000003
poco visitado,Private room,Les Corts,5.0,1,1.0,24.0,41.382411,2.133458
muy visitado,Private room,Sants-Montjuïc,4.5,2,1.0,25.0,41.375762,2.125614
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,35.0,41.371108,2.147439
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,35.0,41.373844,2.168292
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.375135,2.166433
poco visitado,Private room,Eixample,4.0,1,1.0,30.0,41.376345,2.149883
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,32.0,41.372839,2.161266
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,35.0,41.371993,2.160196
poco visitado,Private room,Eixample,4.5,1,1.0,31.0,41.376044,2.156016
poco visitado,Private room,Eixample,5.0,2,1.0,20.0,41.376187,2.159865
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,35.0,41.374878,2.157715
poco visitado,Private room,Sants-Montjuïc,4.0,2,1.0,22.0,41.35533,2.145948
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,38.0,41.372045,2.159289
poco visitado,Private room,Eixample,4.5,2,1.0,30.0,41.377149,2.152602
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,36.0,41.375436,2.145794
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,22.0,41.374345,2.147001
muy visitado,Private room,Sants-Montjuïc,4.5,4,1.0,34.0,41.376015,2.14768
muy visitado,Private room,Sants-Montjuïc,4.5,3,1.0,25.0,41.375872,2.148369
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,27.0,41.370132,2.145247
poco visitado,Private room,Eixample,4.5,1,1.0,23.0,41.375349,2.151689
muy visitado,Private room,Sants-Montjuïc,5.0,1,1.0,30.0,41.36664,2.146355
muy visitado,Private room,Eixample,5.0,3,1.0,24.0,41.376395,2.148835
poco visitado,Private room,Eixample,5.0,2,1.0,36.0,41.37525,2.156221
moderado,Private room,Sants-Montjuïc,5.0,1,1.0,32.0,41.372719,2.145614
moderado,Private room,Sants-Montjuïc,5.0,1,1.0,34.0,41.374481,2.155368
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,40.0,41.373205,2.160254
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,38.0,41.374803,2.142932
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.37579,2.158415
poco visitado,Private room,Eixample,5.0,3,1.0,36.0,41.380021,2.154712
poco visitado,Private room,Eixample,4.5,2,1.0,18.0,41.376247,2.158271
poco visitado,Private room,Eixample,4.5,2,1.0,30.0,41.375499,2.154791
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,38.0,41.372948,2.15735
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.371122,2.1443830000000004
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,38.0,41.373823,2.157706
poco visitado,Private room,Eixample,5.0,2,1.0,36.0,41.379426,2.154036
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.381569,2.157098
poco visitado,Private room,Eixample,4.5,1,1.0,34.0,41.380188,2.151316
poco visitado,Private room,Eixample,5.0,1,1.0,39.0,41.383018,2.1544
poco visitado,Private room,Eixample,5.0,1,1.0,22.0,41.38290900000001,2.155794
moderado,Private room,Eixample,4.5,1,1.0,30.0,41.380413,2.15354
poco visitado,Private room,Eixample,4.5,2,1.0,27.0,41.385472,2.147698
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.379197,2.158461
poco visitado,Private room,Eixample,5.0,2,1.0,34.0,41.38366,2.157791
poco visitado,Private room,Eixample,4.5,1,2.0,28.0,41.385867,2.148216
muy visitado,Private room,Eixample,5.0,2,1.0,18.0,41.38297,2.157811
moderado,Private room,Eixample,4.5,1,1.0,34.0,41.379729,2.151581
poco visitado,Private room,Eixample,5.0,2,1.0,35.0,41.383354,2.158778
poco visitado,Private room,Eixample,4.5,2,1.0,38.0,41.38196,2.151323
poco visitado,Private room,Eixample,4.0,2,1.0,34.0,41.383836,2.15267
poco visitado,Private room,Eixample,2.5,2,3.0,31.0,41.383572,2.155365
poco visitado,Private room,Eixample,4.5,1,1.0,32.0,41.384701,2.150135
poco visitado,Private room,Eixample,4.5,1,1.0,37.0,41.382109,2.157011
poco visitado,Private room,Eixample,5.0,1,1.0,32.0,41.380291,2.153953
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.380671,2.158295
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.380222,2.145617
poco visitado,Private room,Eixample,4.5,1,1.0,24.0,41.383788,2.153668
muy visitado,Private room,Eixample,5.0,2,1.0,35.0,41.379786,2.158752
poco visitado,Private room,Eixample,4.0,2,1.0,35.0,41.381443,2.157054
poco visitado,Private room,Eixample,4.0,2,1.0,36.0,41.380538,2.158948
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.381905,2.157455
poco visitado,Private room,Eixample,5.0,2,1.0,36.0,41.38127100000001,2.149617
poco visitado,Private room,Eixample,4.0,4,1.0,35.0,41.379068,2.151655
poco visitado,Private room,Eixample,4.5,1,1.0,41.0,41.381045,2.14772
poco visitado,Private room,Eixample,5.0,2,1.0,41.0,41.384496,2.158925
poco visitado,Private room,Eixample,4.5,1,1.0,36.0,41.385095,2.157352
poco visitado,Private room,Eixample,4.5,4,1.0,36.0,41.379561,2.155327
moderado,Private room,Eixample,4.5,2,1.0,35.0,41.383034,2.157925
poco visitado,Private room,Eixample,4.5,2,1.0,25.0,41.383325,2.152219
moderado,Private room,Eixample,4.5,4,1.0,38.0,41.379261,2.156685
poco visitado,Private room,Eixample,4.5,1,1.0,30.0,41.380887,2.15556
poco visitado,Private room,Eixample,5.0,1,2.0,24.0,41.382141,2.153238
poco visitado,Private room,Eixample,4.5,2,1.0,31.0,41.381381,2.149058
poco visitado,Private room,Eixample,4.5,1,1.0,30.0,41.383899,2.147496
poco visitado,Private room,Eixample,5.0,2,1.0,39.0,41.383101,2.150768
poco visitado,Private room,Eixample,4.5,2,1.0,41.0,41.387253,2.157484
poco visitado,Private room,Eixample,4.0,1,1.0,36.0,41.38482800000001,2.152832
muy visitado,Private room,Eixample,4.5,2,1.0,25.0,41.387138,2.149055
poco visitado,Private room,Eixample,4.5,2,1.0,41.0,41.384956,2.1580220000000003
poco visitado,Private room,Eixample,4.0,2,1.0,41.0,41.380622,2.1533
poco visitado,Private room,Eixample,4.5,1,1.0,36.0,41.383961,2.156012
poco visitado,Private room,Eixample,4.5,2,1.0,24.0,41.383853,2.145235
poco visitado,Private room,Eixample,4.0,1,1.0,30.0,41.390239,2.154818
moderado,Private room,Eixample,4.5,2,1.0,30.0,41.385611,2.153379
poco visitado,Private room,Eixample,5.0,1,1.0,36.0,41.38651,2.153362
poco visitado,Private room,Ciutat Vella,5.0,2,1.0,36.0,41.381384,2.167777
poco visitado,Private room,Eixample,4.5,2,1.0,36.0,41.380202,2.162066
poco visitado,Private room,Ciutat Vella,5.0,3,1.0,36.0,41.381804,2.166733
poco visitado,Private room,Eixample,4.5,2,1.0,24.0,41.382674,2.161744
poco visitado,Private room,Ciutat Vella,4.5,2,1.0,36.0,41.380651,2.163918
poco visitado,Private room,Eixample,4.0,2,1.0,38.0,41.383378,2.162239
poco visitado,Private room,Eixample,4.0,2,1.0,31.0,41.4012,2.17046
poco visitado,Private room,Ciutat Vella,4.5,2,1.0,36.0,41.381798,2.170414
moderado,Private room,Ciutat Vella,4.5,4,1.0,36.0,41.380444,2.170447
poco visitado,Private room,Ciutat Vella,5.0,2,1.0,32.0,41.379534,2.18025
poco visitado,Private room,Ciutat Vella,4.5,2,1.0,32.0,41.380499,2.177417
moderado,Private room,Ciutat Vella,5.0,2,1.0,36.0,41.379629,2.17124
muy visitado,Private room,Ciutat Vella,4.5,2,1.0,36.0,41.379454,2.180161
moderado,Private room,Ciutat Vella,4.5,2,1.0,12.0,41.381371,2.171582
muy visitado,Private room,Eixample,4.0,2,1.0,35.0,41.375718,2.158016
poco visitado,Private room,Eixample,4.5,3,1.0,29.0,41.388262,2.155708
muy visitado,Private room,Ciutat Vella,4.5,2,1.0,35.0,41.385767,2.164991
poco visitado,Private room,Eixample,4.5,2,1.0,38.0,41.383039,2.161552
moderado,Private room,Ciutat Vella,4.5,2,1.0,30.0,41.384943,2.172853
muy visitado,Private room,Sants-Montjuïc,4.5,3,1.0,36.0,41.372717,2.16416
poco visitado,Private room,Eixample,4.5,2,1.0,23.0,41.37962,2.157811
poco visitado,Private room,Sarrià-Sant Gervasi,5.0,2,1.0,36.0,41.394989,2.121992
moderado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,41.0,41.411175,2.124648
poco visitado,Private room,Sarrià-Sant Gervasi,5.0,2,1.0,30.0,41.397581,2.11919
poco visitado,Private room,Sarrià-Sant Gervasi,5.0,2,1.0,24.0,41.410612,2.1132720000000003
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,1,1.0,24.0,41.399695,2.147584
poco visitado,Private room,Gràcia,4.5,1,1.0,30.0,41.409643,2.147454
poco visitado,Private room,Eixample,5.0,1,1.0,35.0,41.390991,2.147903
poco visitado,Private room,Sarrià-Sant Gervasi,5.0,2,1.0,32.0,41.404293,2.147653
poco visitado,Private room,Les Corts,4.5,1,1.0,36.0,41.390194,2.140968
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,38.0,41.394943,2.141978
poco visitado,Private room,Sarrià-Sant Gervasi,4.0,1,1.0,30.0,41.397227,2.148252
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,41.0,41.39664000000001,2.142389
poco visitado,Private room,Eixample,5.0,2,1.0,36.0,41.392431,2.149817
poco visitado,Private room,Eixample,5.0,2,1.0,34.0,41.393026,2.150706
poco visitado,Private room,Gràcia,5.0,1,1.0,37.0,41.405674,2.155543
moderado,Private room,Gràcia,5.0,2,1.0,36.0,41.412494,2.141509
poco visitado,Private room,Gràcia,4.5,1,1.0,27.0,41.40896,2.148795
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,1,1.0,30.0,41.409371,2.144736
poco visitado,Private room,Gràcia,4.5,2,1.0,30.0,41.412368,2.141862
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,31.0,41.406001,2.140325
poco visitado,Private room,Sarrià-Sant Gervasi,4.5,2,1.0,38.0,41.399895,2.145874
poco visitado,Private room,Les Corts,5.0,5,1.0,18.0,41.379532,2.126758
poco visitado,Private room,Les Corts,5.0,1,1.0,32.0,41.384395,2.125701
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,39.0,41.378911,2.129019
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,41.0,41.372135,2.133343
poco visitado,Private room,Les Corts,4.0,2,1.0,22.0,41.379666,2.127464
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,24.0,41.379194,2.129436
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,37.0,41.358738,2.141153
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,36.0,41.375095,2.138521
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,30.0,41.372684,2.126007
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,24.0,41.358221,2.137988
poco visitado,Private room,Les Corts,4.0,2,1.0,41.0,41.380701,2.127379
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.368477,2.144324
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,39.0,41.374186,2.128412
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.376763,2.129034
poco visitado,Private room,Les Corts,4.5,1,1.0,22.0,41.379089,2.127313
poco visitado,Private room,Les Corts,4.0,2,1.0,35.0,41.378425,2.126784
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,22.0,41.378737,2.129591
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.374243,2.133489
moderado,Private room,Sants-Montjuïc,4.5,2,1.0,30.0,41.377056,2.12899
poco visitado,Private room,Sants-Montjuïc,5.0,2,1.0,29.0,41.372831,2.127726
poco visitado,Private room,Les Corts,5.0,1,1.0,36.0,41.376668,2.124339
poco visitado,Private room,Les Corts,4.5,1,1.0,20.0,41.380582,2.129864
poco visitado,Private room,Les Corts,5.0,2,1.0,30.0,41.377459,2.119691
poco visitado,Private room,Les Corts,4.5,1,1.0,22.0,41.378723,2.126563
muy visitado,Private room,Sants-Montjuïc,5.0,4,1.0,30.0,41.377804,2.128928
poco visitado,Private room,Les Corts,5.0,1,1.0,24.0,41.376505,2.1172020000000003
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,38.0,41.377063,2.1262950000000003
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,24.0,41.376204,2.125467
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,34.0,41.368447,2.132194
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,37.0,41.37238,2.132469
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.372965,2.129344
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,28.0,41.370423,2.13328
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,38.0,41.367225,2.132064
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,36.0,41.372316,2.127821
poco visitado,Private room,Les Corts,5.0,2,1.0,31.0,41.378034,2.114679
poco visitado,Private room,Sants-Montjuïc,3.0,2,1.0,32.0,41.377705,2.129085
poco visitado,Private room,Les Corts,4.5,2,1.0,27.0,41.377776,2.114459
poco visitado,Private room,Eixample,4.5,2,1.0,29.0,41.375891,2.157304
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,30.0,41.368009,2.135307
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,30.0,41.367993,2.135348
poco visitado,Private room,Sants-Montjuïc,4.5,2,1.0,28.0,41.365011,2.135564
poco visitado,Private room,Sants-Montjuïc,4.0,2,1.0,24.0,41.364143,2.138402
poco visitado,Private room,Sants-Montjuïc,4.0,1,1.0,36.0,41.357536,2.138017
moderado,Private room,Sants-Montjuïc,5.0,2,1.0,41.0,41.359243,2.138243
poco visitado,Private room,Sants-Montjuïc,5.0,1,1.0,18.0,41.360121,2.139512
poco visitado,Private room,Sants-Montjuïc,4.5,1,1.0,30.0,41.36849,2.134182
